"Time","count(synthetic_metric_0{label_0=""value_0"", label_1=""value_1""})"
2025-05-13 00:16:30,1
2025-05-13 00:16:45,5
2025-05-13 00:17:00,10
2025-05-13 00:17:15,16
2025-05-13 00:17:30,43
2025-05-13 00:17:45,121
2025-05-13 00:18:00,208
2025-05-13 00:18:15,285
2025-05-13 00:18:30,375
2025-05-13 00:18:45,453
2025-05-13 00:19:00,517
2025-05-13 00:19:15,620
2025-05-13 00:19:30,690
2025-05-13 00:19:45,870
2025-05-13 00:20:00,1092
2025-05-13 00:20:15,1303
2025-05-13 00:20:30,1497
2025-05-13 00:20:45,1481
2025-05-13 00:21:00,1427
2025-05-13 00:21:15,1378
2025-05-13 00:21:30,1323
2025-05-13 00:21:45,1408
2025-05-13 00:22:00,1484
2025-05-13 00:22:15,1564
2025-05-13 00:22:30,1641
2025-05-13 00:22:45,1755
2025-05-13 00:23:00,1964
2025-05-13 00:23:15,2221
2025-05-13 00:23:30,2555
2025-05-13 00:23:45,2558
2025-05-13 00:24:00,2486
2025-05-13 00:24:15,2345
2025-05-13 00:24:30,2186
2025-05-13 00:24:45,2254
2025-05-13 00:25:00,2337
2025-05-13 00:25:15,2434
2025-05-13 00:25:30,2507
2025-05-13 00:25:45,2595
2025-05-13 00:26:00,2667
2025-05-13 00:26:15,2734
2025-05-13 00:26:30,2821
2025-05-13 00:26:45,2872
2025-05-13 00:27:00,2920
2025-05-13 00:27:15,2959
2025-05-13 00:27:30,2992
2025-05-13 00:27:45,3000
2025-05-13 00:28:00,3000
2025-05-13 00:28:15,3002
2025-05-13 00:28:30,3015
2025-05-13 00:28:45,3067
2025-05-13 00:29:00,3136
2025-05-13 00:29:15,3200
2025-05-13 00:29:30,3273
2025-05-13 00:29:45,3331
2025-05-13 00:30:00,3392
2025-05-13 00:30:15,3445
2025-05-13 00:30:30,3478
2025-05-13 00:30:45,3490
2025-05-13 00:31:00,3493
2025-05-13 00:31:15,3494
2025-05-13 00:31:30,3494
2025-05-13 00:31:45,3494
2025-05-13 00:32:00,3494
2025-05-13 00:32:15,3496
2025-05-13 00:32:30,3498
2025-05-13 00:32:45,3500
2025-05-13 00:33:00,3500
2025-05-13 00:33:15,3500
2025-05-13 00:33:30,3500
2025-05-13 00:33:45,3500
2025-05-13 00:34:00,3500
2025-05-13 00:34:15,3500
2025-05-13 00:34:30,3500
2025-05-13 00:34:45,3500
2025-05-13 00:35:00,3500